1;arms_factory;3421.00;11.40;2007.00;5.51;0
1;arms_factory;3333.00;12.90;1923.00;3.35;0
1;arms_factory;3361.00;14.88;1935.00;6.01;0
1;industrial_complex;3469.00;14.00;2022.00;3.00;0
1;industrial_complex;3198.00;10.65;1902.00;0.84;0
1;industrial_complex;3434.00;13.95;1936.00;5.07;0
1;air_base;3256.00;9.90;2004.00;0.85;0
7;supply_node;3052.00;11.55;1440.00;3.05;0
7;bunker;3058.00;11.03;1446.00;3.58;0
6;arms_factory;3132.00;12.05;1600.00;0.72;0
6;arms_factory;3005.00;10.45;1532.00;4.84;0
6;arms_factory;2993.00;10.10;1533.00;0.11;0
6;arms_factory;3083.00;12.32;1591.00;2.78;0
6;arms_factory;3096.00;12.18;1591.00;5.45;0
6;arms_factory;3109.00;12.40;1591.00;3.29;0
6;industrial_complex;3018.00;10.25;1601.00;3.39;0
6;industrial_complex;3031.00;10.95;1601.00;1.23;0
6;industrial_complex;3038.00;10.70;1623.00;3.89;0
6;industrial_complex;3044.00;11.30;1638.00;0.28;0
6;industrial_complex;3039.00;11.15;1639.00;1.83;0
6;industrial_complex;3021.00;10.68;1557.00;5.96;0
6;air_base;3034.00;11.35;1557.00;3.80;0
6;supply_node;3055.00;11.12;1567.00;3.34;0
6;supply_node;3047.00;11.00;1625.00;0.00;0
6;supply_node;3001.00;10.40;1530.00;2.93;0
6;supply_node;3009.00;11.00;1505.00;5.52;0
6;supply_node;3048.00;11.28;1593.00;2.17;0
6;supply_node;3097.00;11.73;1621.00;3.65;0
6;supply_node;3041.00;11.30;1543.00;1.41;0
6;supply_node;3071.00;11.73;1607.00;4.34;0
6;supply_node;3023.00;10.50;1597.00;5.82;0
6;supply_node;3008.00;10.10;1571.00;3.58;0
6;supply_node;3119.00;12.40;1602.00;5.06;0
6;supply_node;3083.00;11.20;1552.00;1.71;0
6;supply_node;3026.00;11.00;1518.00;5.76;0
6;supply_node;3076.00;12.20;1576.00;0.95;0
6;supply_node;3062.00;11.35;1536.00;3.88;0
6;supply_node;3026.00;11.00;1566.00;0.18;0
6;supply_node;3094.00;12.20;1596.00;3.12;0
6;supply_node;2999.00;10.03;1550.00;6.06;0
6;supply_node;3018.00;10.40;1542.00;2.36;0
6;supply_node;2986.00;10.10;1522.00;5.29;0
6;supply_node;3095.00;11.10;1648.00;0.49;0
6;supply_node;3123.00;11.85;1632.00;4.53;0
6;naval_base;2986.00;9.95;1533.00;-2.74;16950
6;naval_base;2997.00;9.98;1553.00;-3.00;18447
6;naval_base;3002.00;9.50;1572.00;-1.57;18447
6;naval_base;3014.00;9.75;1601.00;-1.89;16901
6;naval_base;2988.00;9.95;1536.00;-2.06;16950
6;bunker;3081.00;11.20;1551.00;2.92;0
6;bunker;3063.00;11.40;1551.00;4.13;0
6;bunker;3049.00;11.10;1577.00;1.97;0
6;bunker;3047.00;11.10;1630.00;4.63;0
6;bunker;3069.00;11.12;1617.00;6.20;0
6;bunker;3051.00;10.90;1606.00;4.03;0
6;bunker;3010.00;11.00;1502.00;0.41;0
6;bunker;3037.00;11.10;1575.00;4.54;0
6;bunker;3023.00;11.03;1526.00;4.64;0
6;bunker;3067.00;11.75;1573.00;2.48;0
6;bunker;3117.00;12.15;1622.00;5.15;0
6;bunker;3094.00;12.48;1588.00;0.42;0
6;bunker;3028.00;10.70;1596.00;3.09;0
6;bunker;3008.00;10.18;1576.00;0.92;0
6;bunker;3096.00;11.03;1656.00;2.13;0
6;bunker;3020.00;10.57;1538.00;5.15;0
6;bunker;3053.00;11.50;1550.00;2.99;0
6;bunker;3086.00;12.07;1619.00;4.20;0
6;bunker;2987.00;10.05;1526.00;2.04;0
6;bunker;3130.00;11.95;1598.00;3.59;0
6;bunker;3010.00;10.50;1527.00;6.26;0
6;bunker;2990.00;9.98;1540.00;2.64;0
6;coastal_bunker;2980.00;9.50;1512.00;-0.95;0
6;coastal_bunker;2998.00;9.50;1558.00;-3.00;0
6;coastal_bunker;2988.00;9.95;1536.00;-2.06;0
6;coastal_bunker;3009.00;9.50;1584.00;-3.22;0
6;coastal_bunker;3012.00;9.73;1592.00;-1.89;0
6;dockyard;2992.00;9.68;1548.00;-1.11;0
6;anti_air_building;3028.00;11.10;1557.00;3.15;0
6;anti_air_building;3016.00;10.50;1558.00;0.99;0
6;anti_air_building;3067.00;11.15;1610.00;1.09;0
